#Log_File	LOG005																		
#Comment																			
#Device	FireStingGO2_Pocket_Oxygen_Meter																		
#Firmware	3.38																		
#Unique_ID	24796C035B27F293																		
#Manufacturer	Pyro_Science_GmbH																		
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity														
#	XB7-547-207	Water	%air sat.	Sensor	0.0 psu														
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%																
#	XB7-547-207	4-Jun-23	not cal.																
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency												
#	Sensor	Sensor	0 psu	default	15%	400x	4000 Hz												
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	54.700°	21.191°	20.00°C	23.23°C	1016 mbar	48%RH	0.804	0.122	4000 Hz	#NAME?	0.969%/K	0.60 mV	0.000°	0	0.000000/hPa	0.000000/K	#NAME?	0	20.95%O2
#																			
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%air sat.)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)					
227	6/5/2023 10:40	87.404		15.74	15.74	1014.9	55	67800		0	23.747	59.8	-0.7	22.16					
228	6/5/2023 10:45	87.437		15.75	15.75	1014.9	55.2	68100		0	23.742	59.9	-0.6	22.09					
229	6/5/2023 10:50	87.536		15.75	15.75	1014.8	55.1	68400		0	23.73	59.9	-0.7	22.28					
230	6/5/2023 10:55	87.472		15.75	15.75	1014.8	54.9	68700		0	23.739	59.9	-0.6	22.36					
231	6/5/2023 11:00	87.444		15.75	15.75	1014.7	54.9	69000		0	23.743	59.8	-0.8	22.43					
232	6/5/2023 11:05	87.642		15.75	15.75	1014.6	54.7	69300		0	23.717	59.8	-0.6	22.5					
233	6/5/2023 11:10	87.39		15.75	15.75	1014.6	54.6	69600		0	23.752	59.8	-0.5	22.42					
234	6/5/2023 11:15	87.422		15.74	15.74	1014.5	54.7	69900		0	23.749	59.8	-0.6	22.16					
235	6/5/2023 11:20	87.392		15.74	15.74	1014.5	54.9	70200		0	23.754	60	-0.7	21.99					
236	6/5/2023 11:25	87.466		15.75	15.75	1014.4	55	70500		0	23.745	60	-0.6	22.11					
237	6/5/2023 11:30	87.434		15.74	15.74	1014.4	54.9	70800		0	23.749	60.1	-0.6	22.3					
238	6/5/2023 11:35	87.59		15.74	15.74	1014.4	54.8	71100		0	23.728	59.8	-0.5	22.46					
239	6/5/2023 11:40	87.53		15.74	15.74	1014.2	54.7	71400		0	23.739	59.8	-0.4	22.59					
240	6/5/2023 11:45	87.792		15.74	15.74	1014.3	54.5	71700		0	23.701	59.7	-0.2	22.74					
241	6/5/2023 11:50	87.366		15.74	15.74	1014.2	54.3	72000		0	23.76	59.6	-0.4	22.5					
242	6/5/2023 11:55	87.361		15.74	15.74	1014.2	54.5	72300		0	23.762	59.9	-0.5	22.26					
243	6/5/2023 12:00	87.595		15.74	15.74	1014	54.5	72600		0	23.731	59.9	-0.8	22.43					
244	6/5/2023 12:05	87.73		15.74	15.74	1014	54.4	72900		0	23.713	59.8	-0.6	22.56					
245	6/5/2023 12:10	87.318		15.74	15.74	1014	54.2	73200		0	23.771	59.7	-0.3	22.65					
246	6/5/2023 12:15	87.542		15.74	15.74	1014	54.2	73500		0	23.739	59.8	-0.5	22.44					
247	6/5/2023 12:20	87.471		15.75	15.75	1014	54.3	73800		0	23.748	59.8	-0.3	22.56					
248	6/5/2023 12:25	87.587		15.74	15.74	1013.9	54.1	74100		0	23.734	59.7	-0.4	22.69					
249	6/5/2023 12:30	87.721		15.73	15.73	1013.8	54	74400		0	23.717	59.7	-0.4	22.81					
250	6/5/2023 12:35	87.362		15.74	15.74	1013.7	53.6	74700		0	23.767	59.6	-0.5	22.88					
251	6/5/2023 12:40	87.365		15.74	15.74	1013.6	53.5	75000		0	23.768	59.6	-0.3	22.99					
252	6/5/2023 12:45	87.256		15.74	15.74	1013.7	53.5	75300		0	23.783	59.8	-0.3	22.83					
253	6/5/2023 12:50	87.679		15.73	15.73	1013.5	53.3	75600		0	23.727	59.8	-0.3	22.88					
254	6/5/2023 12:55	87.598		15.73	15.73	1013.5	53.2	75900		0	23.738	59.8	0	22.97					
255	6/5/2023 13:00	87.685		15.73	15.73	1013.6	53	76200		0	23.724	59.7	-0.3	23.08					
256	6/5/2023 13:05	87.486		15.73	15.73	1013.4	52.9	76500		0	23.755	59.7	-0.3	23.17					
257	6/5/2023 13:10	87.791		15.73	15.73	1013.4	52.6	76800		0	23.713	59.6	-0.3	23.41					
258	6/5/2023 13:15	87.52		15.73	15.73	1013.4	52.3	77100		0	23.75	59.5	-0.4	23.44					
259	6/5/2023 13:20	87.437		15.72	15.72	1013.3	52.2	77400		0	23.764	59.5	-0.4	23.54					
260	6/5/2023 13:25	87.582		15.73	15.73	1013.3	52	77700		0	23.743	59.4	-0.4	23.63					
261	6/5/2023 13:30	87.673		15.73	15.73	1013.3	51.8	78000		0	23.732	59.4	-0.4	23.56					
262	6/5/2023 13:35	87.534		15.73	15.73	1013.2	51.9	78300		0	23.75	59.5	-0.5	23.45					
263	6/5/2023 13:40	87.429		15.73	15.73	1013.1	51.8	78600		0	23.767	59.5	-0.3	23.46					
264	6/5/2023 13:45	87.31		15.73	15.73	1013.2	51.9	78900		0	23.783	59.6	-0.5	23.41					
265	6/5/2023 13:50	87.382		15.74	15.74	1013.1	51.7	79200		0	23.772	59.6	-0.5	23.52					
266	6/5/2023 13:55	87.301		15.73	15.73	1013.1	51.7	79500		0	23.785	59.5	-0.3	23.51					
267	6/5/2023 14:00	87.478		15.73	15.73	1013	51.6	79800		0	23.761	59.6	-0.4	23.62					
268	6/5/2023 14:05	87.348		15.73	15.73	1013	51.5	80100		0	23.78	59.6	0	23.74					
269	6/5/2023 14:10	87.33		15.73	15.73	1013	51.4	80400		0	23.782	59.4	-0.3	23.86					
270	6/5/2023 14:15	87.405		15.73	15.73	1012.9	51.2	80700		0	23.772	59.4	-0.3	23.94					
271	6/5/2023 14:20	87.285		15.73	15.73	1012.9	51.3	81000		0	23.789	59.4	-0.3	24					
272	6/5/2023 14:25	87.152		15.73	15.73	1012.9	51.3	81300		0	23.808	59.2	-0.2	23.84					
273	6/5/2023 14:30	87.546		15.73	15.73	1012.9	51.5	81600		0	23.753	59.4	-0.3	23.64					
274	6/5/2023 14:35	87.218		15.73	15.73	1012.9	51.5	81900		0	23.799	59.4	-0.3	23.73					
275	6/5/2023 14:40	87.493		15.73	15.73	1012.8	51.5	82200		0	23.762	59.5	-0.5	23.45					
276	6/5/2023 14:45	87.399		15.73	15.73	1012.7	51.6	82500		0	23.777	59.6	-0.5	23.29					
277	6/5/2023 14:50	87.329		15.73	15.73	1012.7	51.8	82800		0	23.786	59.7	-0.2	23.23					
278	6/5/2023 14:55	87.507		15.73	15.73	1012.6	51.8	83100		0	23.762	59.7	-0.4	23.15					
279	6/5/2023 15:00	87.36		15.73	15.73	1012.6	52	83400		0	23.782	59.8	-0.3	22.97					
280	6/5/2023 15:05	87.536		15.73	15.73	1012.6	52	83700		0	23.758	59.8	-0.3	22.97					
281	6/5/2023 15:10	87.698		15.74	15.74	1012.6	52.2	84000		0	23.735	59.9	-0.3	22.91					
282	6/5/2023 15:15	87.62		15.73	15.73	1012.5	52.2	84300		0	23.748	59.9	-0.3	22.87					
283	6/5/2023 15:20	87.824		15.73	15.73	1012.6	52.4	84600		0	23.719	59.9	-0.4	22.68					
284	6/5/2023 15:25	87.273		15.73	15.73	1012.5	52.4	84900		0	23.796	60	-0.2	22.69					
285	6/5/2023 15:30	87.626		15.73	15.73	1012.6	52.4	85200		0	23.745	60.1	-0.3	22.71					
286	6/5/2023 15:35	87.363		15.73	15.73	1012.5	52.4	85500		0	23.784	60.1	-0.3	22.68					
287	6/5/2023 15:40	87.552		15.73	15.73	1012.4	52.5	85800		0	23.758	60.1	-0.3	22.6					
288	6/5/2023 15:45	87.844		15.73	15.73	1012.3	52.5	86100		0	23.719	60.1	-0.2	22.57					
289	6/5/2023 15:50	87.727		15.73	15.73	1012.3	56.2	86400		0	23.735	60.9	-0.4	22.64					
290	6/5/2023 15:55	87.764		15.74	15.74	1012.3	52.6	86700		0	23.73	60.3	-0.9	23.85					
291	6/5/2023 16:00	87.562		15.73	15.73	1012.4	52	87000		0	23.757	59.9	-1.1	23.99					
292	6/5/2023 16:05	87.551		15.73	15.73	1012.4	51.5	87300		0	23.759	59.7	-1	24.11					
293	6/5/2023 16:10	87.7		15.73	15.73	1012.2	51.4	87600		0	23.74	59.7	-0.9	23.98					
294	6/5/2023 16:15	87.651		15.74	15.74	1012.3	51.3	87900		0	23.745	59.7	-0.9	23.92					
295	6/5/2023 16:20	88.012		15.74	15.74	1012.3	51.3	88200		0	23.695	59.8	-0.8	23.95					
296	6/5/2023 16:25	87.653		15.74	15.74	1012.3	51.2	88500		0	23.745	59.6	-0.9	24.02					
297	6/5/2023 16:30	87.791		15.73	15.73	1012.3	51.1	88800		0	23.727	59.7	-0.9	24.07					
298	6/5/2023 16:35	87.665		15.74	15.74	1012.3	51	89100		0	23.743	59.6	-1	24.11					
299	6/5/2023 16:40	87.707		15.73	15.73	1012.3	51.1	89400		0	23.738	59.6	-0.8	24.12					
300	6/5/2023 16:45	87.604		15.74	15.74	1012.3	51.1	89700		0	23.752	59.7	-0.9	24.06					
301	6/5/2023 16:50	87.53		15.73	15.73	1012.2	51.3	90000		0	23.764	59.7	-0.9	23.84					
302	6/5/2023 16:55	87.863		15.74	15.74	1012.3	51.5	90300		0	23.716	59.8	-1	23.81					
303	6/5/2023 17:00	87.636		15.74	15.74	1012.3	51.4	90600		0	23.747	59.8	-0.9	23.75					
304	6/5/2023 17:05	87.653		15.74	15.74	1012.3	51.5	90900		0	23.745	59.8	-1	23.66					
305	6/5/2023 17:10	87.647		15.74	15.74	1012.2	51.7	91200		0	23.746	59.9	-1	23.6					
306	6/5/2023 17:15	87.64		15.74	15.74	1012.2	51.7	91500		0	23.748	59.9	-1.1	23.47					
307	6/5/2023 17:20	87.232		15.74	15.74	1012.3	51.8	91800		0	23.803	60.1	-1.1	23.42					
308	6/5/2023 17:25	87.216		15.74	15.74	1012.2	51.9	92100		0	23.807	60.2	-1.1	23.34					
309	6/5/2023 17:30	87.153		15.74	15.74	1012.2	52	92400		0	23.815	60.3	-1.1	23.3					
310	6/5/2023 17:35	87.057		15.74	15.74	1012.2	52	92700		0	23.829	60.3	-1	23.25					
311	6/5/2023 17:40	87.4		15.74	15.74	1012.1	52.1	93000		0	23.782	60.3	-1.1	23.21					
312	6/5/2023 17:45	87.195		15.74	15.74	1012.2	52.2	93300		0	23.81	60.4	-0.9	23.15					
313	6/5/2023 17:50	87.268		15.75	15.75	1012.2	52.3	93600		0	23.799	60.4	-1.1	23.05					
314	6/5/2023 17:55	87.184		15.74	15.74	1012.2	53.7	93900		0	23.811	60.6	-0.8	22.32					
315	6/5/2023 18:00	87.032		15.75	15.75	1012.2	54.2	94200		0	23.83	60.8	-0.8	21.91					
316	6/5/2023 18:05	87.247		15.74	15.74	1012.1	54.7	94500		0	23.802	61	-0.7	21.58					
317	6/5/2023 18:10	86.99		15.76	15.76	1012.2	55	94800		0	23.837	61.2	-0.6	21.28					
318	6/5/2023 18:15	87.23		15.74	15.74	1012.2	55.3	95100		0	23.804	61.3	-0.4	21.03					
319	6/5/2023 18:20	87.015		15.75	15.75	1012.2	55.7	95400		0	23.833	61.5	-0.5	20.78					
320	6/5/2023 18:25	87.177		15.74	15.74	1012.2	55.9	95700		0	23.811	61.5	-0.6	20.52					
321	6/5/2023 18:30	87.019		15.75	15.75	1012.2	56.2	96000		0	23.833	61.7	-0.5	20.29					
322	6/5/2023 18:35	87.279		15.75	15.75	1012.2	56.4	96300		0	23.796	61.9	-0.6	20.07					
323	6/5/2023 18:40	87.028		15.75	15.75	1012.2	56.6	96600		0	23.831	61.9	-0.4	19.86					
324	6/5/2023 18:45	87.128		15.75	15.75	1012.2	56.8	96900		0	23.818	62	-0.5	19.65					
325	6/5/2023 18:50	87.51		15.75	15.75	1012.1	57.1	97200		0	23.765	62.1	-0.6	19.47					
326	6/5/2023 18:55	87.077		15.75	15.75	1012.2	57.3	97500		0	23.824	62.2	-0.6	19.28					
327	6/5/2023 19:00	87.333		15.76	15.76	1012.2	57.4	97800		0	23.787	62.3	-0.4	19.1					
328	6/5/2023 19:05	87.355		15.76	15.76	1012.3	57.6	98100		0	23.784	62.4	-0.4	18.92					
329	6/5/2023 19:10	87.239		15.75	15.75	1012.3	57.8	98400		0	23.801	62.5	-0.4	18.75					
330	6/5/2023 19:15	87.323		15.75	15.75	1012.3	57.9	98700		0	23.789	62.5	-0.4	18.57					
331	6/5/2023 19:20	87.422		15.76	15.76	1012.4	58.1	99000		0	23.773	62.6	-0.5	18.4					
332	6/5/2023 19:25	87.59		15.76	15.76	1012.4	58.2	99300		0	23.75	62.7	-0.5	18.21					
333	6/5/2023 19:30	87.42		15.76	15.76	1012.3	58.4	99600		0	23.774	62.8	-0.4	18.03					
334	6/5/2023 19:35	87.249		15.76	15.76	1012.3	58.6	99900		0	23.797	62.8	-0.8	17.86					
335	6/5/2023 19:40	87.419		15.76	15.76	1012.3	58.8	100200		0	23.775	62.9	-0.3	17.69					
336	6/5/2023 19:45	87.396		15.76	15.76	1012.3	59	100500		0	23.778	63	-0.3	17.53					
337	6/5/2023 19:50	87.403		15.76	15.76	1012.3	59.2	100800		0	23.776	63.1	-0.2	17.38					
338	6/5/2023 19:55	87.494		15.77	15.77	1012.4	59.3	101100		0	23.762	63.2	-0.5	17.23					
339	6/5/2023 20:00	87.352		15.76	15.76	1012.5	59.5	101400		0	23.782	63.3	-0.3	17.09					
340	6/5/2023 20:05	87.552		15.77	15.77	1012.4	59.7	101700		0	23.754	63.3	-0.5	16.96					
341	6/5/2023 20:10	87.824		15.77	15.77	1012.5	59.8	102000		0	23.715	63.3	-0.4	16.84					
342	6/5/2023 20:15	87.683		15.77	15.77	1012.6	59.9	102300		0	23.733	63.4	-0.6	16.72					
343	6/5/2023 20:20	87.602		15.77	15.77	1012.6	60.1	102600		0	23.745	63.4	-0.5	16.6					
344	6/5/2023 20:25	87.486		15.77	15.77	1012.6	60.2	102900		0	23.761	63.5	-0.4	16.48					
345	6/5/2023 20:30	87.67		15.76	15.76	1012.7	60.4	103200		0	23.735	63.5	-0.6	16.38					
346	6/5/2023 20:35	87.805		15.77	15.77	1012.7	60.5	103500		0	23.715	63.5	-0.5	16.28					
347	6/5/2023 20:40	87.314		15.77	15.77	1012.6	60.6	103800		0	23.784	63.6	-0.4	16.17					
348	6/5/2023 20:45	87.324		15.77	15.77	1012.7	60.7	104100		0	23.781	63.7	-0.5	16.07					
349	6/5/2023 20:50	87.383		15.77	15.77	1012.9	60.9	104400		0	23.771	63.7	-0.5	15.97					
350	6/5/2023 20:55	87.762		15.78	15.78	1012.8	61	104700		0	23.719	63.7	-0.4	15.86					
351	6/5/2023 21:00	87.615		15.77	15.77	1012.8	61.1	105000		0	23.74	63.7	-0.5	15.76					
352	6/5/2023 21:05	87.617		15.77	15.77	1012.8	61.3	105300		0	23.74	63.8	-0.4	15.65					
353	6/5/2023 21:10	87.672		15.78	15.78	1012.9	61.4	105600		0	23.73	63.9	-0.5	15.53					
354	6/5/2023 21:15	87.69		15.78	15.78	1012.9	61.5	105900		0	23.728	63.9	-0.2	15.43					
355	6/5/2023 21:20	87.69		15.78	15.78	1012.9	61.6	106200		0	23.728	63.9	-0.2	15.32					
356	6/5/2023 21:25	87.81		15.78	15.78	1012.8	61.7	106500		0	23.712	63.9	-0.5	15.22					
357	6/5/2023 21:30	87.786		15.78	15.78	1012.9	61.8	106800		0	23.714	64	-0.5	15.11					
358	6/5/2023 21:35	87.34		15.77	15.77	1012.9	61.9	107100		0	23.777	64.1	-0.2	15					
359	6/5/2023 21:40	87.836		15.79	15.79	1012.8	62	107400		0	23.708	64.1	-0.5	14.91					
360	6/5/2023 21:45	87.657		15.78	15.78	1012.9	62.1	107700		0	23.732	64.1	-0.3	14.83					
361	6/5/2023 21:50	87.48		15.79	15.79	1012.9	62.2	108000		0	23.756	64.2	-0.3	14.73					
362	6/5/2023 21:55	87.448		15.79	15.79	1012.9	62.3	108300		0	23.759	64.3	-0.4	14.65					
363	6/5/2023 22:00	87.755		15.78	15.78	1013	62.4	108600		0	23.718	64.2	-0.4	14.57					
364	6/5/2023 22:05	87.421		15.79	15.79	1012.9	62.5	108900		0	23.764	64.3	-0.5	14.48					
365	6/5/2023 22:10	87.572		15.79	15.79	1012.8	62.6	109200		0	23.744	64.3	-0.4	14.42					
366	6/5/2023 22:15	87.742		15.79	15.79	1012.9	62.7	109500		0	23.719	64.4	-0.3	14.36					
367	6/5/2023 22:20	87.591		15.79	15.79	1012.9	62.8	109800		0	23.74	64.4	-0.3	14.3					
368	6/5/2023 22:25	87.64		15.78	15.78	1012.8	62.9	110100		0	23.735	64.5	-0.5	14.25					
369	6/5/2023 22:30	87.606		15.79	15.79	1012.9	62.9	110400		0	23.738	64.4	-0.5	14.18					
370	6/5/2023 22:35	87.557		15.79	15.79	1012.9	63	110700		0	23.745	64.5	-0.5	14.14					
371	6/5/2023 22:40	87.876		15.79	15.79	1012.9	63	111000		0	23.702	64.5	-0.2	14.11					
372	6/5/2023 22:45	87.792		15.8	15.8	1012.9	63.1	111300		0	23.712	64.5	-0.4	14.07					
373	6/5/2023 22:50	87.892		15.8	15.8	1012.9	63.1	111600		0	23.699	64.6	-0.4	14.02					
374	6/5/2023 22:55	87.757		15.79	15.79	1012.9	63.2	111900		0	23.717	64.5	-0.2	13.98					
375	6/5/2023 23:00	87.841		15.79	15.79	1012.9	63.3	112200		0	23.706	64.5	-0.3	13.94					
376	6/5/2023 23:05	87.637		15.8	15.8	1012.8	63.3	112500		0	23.734	64.6	-0.4	13.9					
377	6/5/2023 23:10	87.734		15.79	15.79	1012.8	63.3	112800		0	23.722	64.6	-0.3	13.86					
378	6/5/2023 23:15	87.791		15.79	15.79	1012.7	63.4	113100		0	23.716	64.6	-0.3	13.83					
379	6/5/2023 23:20	87.926		15.79	15.79	1012.7	63.4	113400		0	23.695	64.6	-0.4	13.8					
380	6/5/2023 23:25	87.872		15.8	15.8	1012.7	63.5	113700		0	23.703	64.7	-0.5	13.77					
381	6/5/2023 23:30	88.022		15.8	15.8	1012.6	63.5	114000		0	23.683	64.7	-0.4	13.74					
382	6/5/2023 23:35	87.959		15.8	15.8	1012.5	63.6	114300		0	23.693	64.6	-0.2	13.72					
383	6/5/2023 23:40	87.885		15.8	15.8	1012.5	63.6	114600		0	23.703	64.6	-0.2	13.68					
384	6/5/2023 23:45	87.845		15.79	15.79	1012.4	63.7	114900		0	23.71	64.7	-0.3	13.65					
385	6/5/2023 23:50	87.938		15.8	15.8	1012.4	63.7	115200		0	23.698	64.7	-0.4	13.62					
386	6/5/2023 23:55	87.84		15.81	15.81	1012.4	63.7	115500		0	23.71	64.7	-0.3	13.58					
387	6/6/2023 0:00	87.806		15.8	15.8	1012.4	63.8	115800		0	23.716	64.7	-0.3	13.54					
388	6/6/2023 0:05	87.928		15.79	15.79	1012.3	63.8	116100		0	23.7	64.7	-0.2	13.51					
389	6/6/2023 0:10	87.935		15.8	15.8	1012.3	63.9	116400		0	23.699	64.7	-0.4	13.47					
390	6/6/2023 0:15	87.875		15.8	15.8	1012.4	63.9	116700		0	23.706	64.7	-0.3	13.43					
391	6/6/2023 0:20	87.757		15.8	15.8	1012.3	64	117000		0	23.723	64.7	-0.3	13.4					
392	6/6/2023 0:25	87.84		15.81	15.81	1012.3	64.1	117300		0	23.711	64.7	-0.1	13.38					
393	6/6/2023 0:30	87.961		15.81	15.81	1012.3	64.1	117600		0	23.695	64.8	-0.2	13.35					
394	6/6/2023 0:35	87.506		15.81	15.81	1012.2	64.2	117900		0	23.758	64.8	-0.3	13.32					
395	6/6/2023 0:40	87.536		15.81	15.81	1012.2	64.2	118200		0	23.754	64.8	-0.4	13.28					
396	6/6/2023 0:45	88.144		15.8	15.8	1012.1	64.3	118500		0	23.672	64.8	-0.3	13.26					
397	6/6/2023 0:50	87.851		15.81	15.81	1012	64.3	118800		0	23.713	64.8	-0.5	13.23					
398	6/6/2023 0:55	87.758		15.8	15.8	1012.1	64.4	119100		0	23.726	64.8	-0.3	13.21					
399	6/6/2023 1:00	87.895		15.8	15.8	1012.1	64.5	119400		0	23.708	64.9	-0.3	13.19					
400	6/6/2023 1:05	87.846		15.8	15.8	1012	64.5	119700		0	23.715	64.9	-0.1	13.17					
401	6/6/2023 1:10	87.847		15.81	15.81	1012	64.6	120000		0	23.714	64.8	-0.2	13.17					
402	6/6/2023 1:15	87.656		15.8	15.8	1012	64.6	120300		0	23.741	64.8	-0.1	13.15					
403	6/6/2023 1:20	88.069		15.8	15.8	1012	64.7	120600		0	23.684	64.9	-0.4	13.16					
404	6/6/2023 1:25	88.166		15.8	15.8	1011.9	64.7	120900		0	23.672	64.9	-0.4	13.16					
405	6/6/2023 1:30	87.917		15.8	15.8	1011.9	64.7	121200		0	23.705	64.9	-0.3	13.16					
406	6/6/2023 1:35	87.887		15.8	15.8	1011.9	64.8	121500		0	23.71	64.9	-0.4	13.15					
407	6/6/2023 1:40	87.864		15.8	15.8	1012	64.8	121800		0	23.713	64.9	-0.2	13.12					
408	6/6/2023 1:45	87.79		15.8	15.8	1012	64.8	122100		0	23.723	64.9	-0.5	13.11					
409	6/6/2023 1:50	87.878		15.8	15.8	1011.9	64.9	122400		0	23.711	64.9	-0.1	13.06					
410	6/6/2023 1:55	87.975		15.8	15.8	1011.9	64.9	122700		0	23.697	64.9	-0.1	13.04					
411	6/6/2023 2:00	87.931		15.8	15.8	1011.8	65	123000		0	23.705	65	-0.1	13.03					
412	6/6/2023 2:05	87.856		15.8	15.8	1011.8	65	123300		0	23.715	64.9	-0.4	12.99					
413	6/6/2023 2:10	87.986		15.8	15.8	1011.8	65	123600		0	23.697	64.9	0	12.98					
414	6/6/2023 2:15	88.009		15.81	15.81	1011.8	65.1	123900		0	23.694	64.9	-0.2	12.95					
415	6/6/2023 2:20	87.899		15.8	15.8	1011.8	65.1	124200		0	23.71	65	-0.1	12.93					
416	6/6/2023 2:25	87.849		15.81	15.81	1011.7	65.1	124500		0	23.717	64.9	-0.2	12.88					
417	6/6/2023 2:30	87.877		15.8	15.8	1011.7	65.2	124800		0	23.714	65	-0.2	12.85					
418	6/6/2023 2:35	87.981		15.8	15.8	1011.6	65.2	125100		0	23.7	65	-0.3	12.8					
419	6/6/2023 2:40	87.9		15.8	15.8	1011.6	65.3	125400		0	23.712	65	-0.4	12.78					
420	6/6/2023 2:45	87.862		15.8	15.8	1011.6	65.4	125700		0	23.717	65	-0.4	12.74					
421	6/6/2023 2:50	87.987		15.8	15.8	1011.6	65.4	126000		0	23.701	65	-0.2	12.7					
422	6/6/2023 2:55	87.686		15.8	15.8	1011.6	65.5	126300		0	23.742	65.1	-0.1	12.67					
423	6/6/2023 3:00	88.009		15.8	15.8	1011.6	65.5	126600		0	23.697	65.1	-0.3	12.63					
424	6/6/2023 3:05	87.8		15.8	15.8	1011.6	65.6	126900		0	23.726	65.1	-0.1	12.59					
425	6/6/2023 3:10	87.802		15.8	15.8	1011.7	65.7	127200		0	23.725	65.1	-0.1	12.57					
426	6/6/2023 3:15	87.908		15.81	15.81	1011.6	65.7	127500		0	23.71	65.1	-0.1	12.54					
427	6/6/2023 3:20	87.877		15.8	15.8	1011.6	65.8	127800		0	23.716	65.1	-0.3	12.52					
428	6/6/2023 3:25	87.916		15.8	15.8	1011.6	65.8	128100		0	23.71	65.2	-0.4	12.48					
429	6/6/2023 3:30	87.94		15.8	15.8	1011.6	65.9	128400		0	23.707	65.1	-0.2	12.46					
430	6/6/2023 3:35	88.134		15.8	15.8	1011.6	66	128700		0	23.68	65.2	-0.2	12.42					
431	6/6/2023 3:40	87.833		15.79	15.79	1011.6	66	129000		0	23.723	65.2	-0.3	12.39					
432	6/6/2023 3:45	87.802		15.8	15.8	1011.6	66	129300		0	23.726	65.2	-0.2	12.36					
433	6/6/2023 3:50	87.866		15.79	15.79	1011.6	66.1	129600		0	23.718	65.2	-0.1	12.32					
434	6/6/2023 3:55	87.982		15.8	15.8	1011.6	66.1	129900		0	23.7	65.2	-0.2	12.3					
435	6/6/2023 4:00	87.807		15.79	15.79	1011.7	66.2	130200		0	23.725	65.3	-0.4	12.28					
436	6/6/2023 4:05	87.91		15.79	15.79	1011.6	66.3	130500		0	23.711	65.3	-0.2	12.26					
437	6/6/2023 4:10	87.672		15.8	15.8	1011.7	66.3	130800		0	23.743	65.3	-0.2	12.25					
438	6/6/2023 4:15	87.907		15.79	15.79	1011.7	66.3	131100		0	23.71	65.3	0	12.25					
439	6/6/2023 4:20	87.994		15.79	15.79	1011.7	66.4	131400		0	23.698	65.3	0	12.24					
440	6/6/2023 4:25	87.929		15.8	15.8	1011.7	66.4	131700		0	23.707	65.3	0	12.22					
441	6/6/2023 4:30	87.599		15.79	15.79	1011.7	66.4	132000		0	23.754	65.3	-0.1	12.21					
442	6/6/2023 4:35	87.605		15.79	15.79	1011.7	66.5	132300		0	23.753	65.4	0	12.21					
443	6/6/2023 4:40	86.775		15.79	15.79	1011.8	66.5	132600		0	23.867	65.7	-0.1	12.18					
444	6/6/2023 4:45	86.333		15.79	15.79	1011.6	66.5	132900		0	23.932	65.9	-0.1	12.15					
445	6/6/2023 4:50	86.299		15.79	15.79	1011.8	66.6	133200		0	23.935	66.1	0	12.13					
446	6/6/2023 4:55	85.796		15.79	15.79	1011.7	66.6	133500		0	24.006	66.3	-0.1	12.11					
447	6/6/2023 5:00	85.598		15.79	15.79	1011.7	66.7	133800		0	24.036	66.3	0	12.08					
448	6/6/2023 5:05	85.921		15.78	15.78	1011.7	66.7	134100		0	23.99	66.4	0	12.07					
449	6/6/2023 5:10	85.362		15.79	15.79	1011.6	66.8	134400		0	24.07	66.4	0	12.06					
450	6/6/2023 5:15	85.595		15.79	15.79	1011.7	66.8	134700		0	24.036	66.4	0.1	12.07					
451	6/6/2023 5:20	85.634		15.79	15.79	1011.7	66.9	135000		0	24.03	66.5	0.1	12.1					
452	6/6/2023 5:25	85.515		15.78	15.78	1011.6	66.9	135300		0	24.048	66.4	-0.2	12.11					
453	6/6/2023 5:30	85.422		15.79	15.79	1011.6	66.9	135600		0	24.061	66.5	-0.2	12.16					
454	6/6/2023 5:35	85.2		15.79	15.79	1011.6	67.5	135900		0	24.093	66.3	-0.2	12.24					
455	6/6/2023 5:40	85.466		15.78	15.78	1011.6	67.4	136200		0	24.055	66.2	-0.2	12.26					
456	6/6/2023 5:45	85.312		15.78	15.78	1011.5	67.3	136500		0	24.079	66.3	-0.2	12.28					
457	6/6/2023 5:50	85.411		15.78	15.78	1011.5	67.3	136800		0	24.065	66.2	-0.1	12.32					
458	6/6/2023 5:55	85.15		15.78	15.78	1011.6	67.3	137100		0	24.101	66.2	0	12.37					
459	6/6/2023 6:00	85.47		15.78	15.78	1011.5	67.3	137400		0	24.056	66.2	0	12.41					
460	6/6/2023 6:05	85.225		15.78	15.78	1011.5	67.3	137700		0	24.092	66.2	-0.1	12.47					
461	6/6/2023 6:10	85.278		15.78	15.78	1011.5	67.3	138000		0	24.085	66.1	0	12.54					
462	6/6/2023 6:15	85.442		15.78	15.78	1011.4	67.3	138300		0	24.061	66.1	-0.3	12.62					
463	6/6/2023 6:20	85.391		15.77	15.77	1011.5	67.3	138600		0	24.07	66.1	-0.2	12.72					
