plot,condition,co2
Control,0_preflood,3534.6178314
Control,1_flood,3251.0934312000004
Control,1_flood,3247.556391
Control,1_flood,3605.7454326
Control,2_postflood,3444.1845372000002
Control,2_postflood,3211.0444296
Control,0_preflood,3476.5139772000002
Control,0_preflood,4396.3635011999995
Control,1_flood,4052.9326181999995
Control,1_flood,2836.9428198
Control,1_flood,4398.862554
Control,2_postflood,4090.1645928000003
Control,2_postflood,3743.7522612000002
Control,0_preflood,1934.6911470000002
Control,0_preflood,2092.94796
Control,1_flood,1990.0775598
Control,1_flood,1953.1831458000001
Control,1_flood,1982.7928038000002
Control,2_postflood,2063.9067996
Control,2_postflood,1942.103757
Control,0_preflood,3582.3525168
Control,0_preflood,3644.1617724
Control,1_flood,3571.829106
Control,1_flood,3077.867472
Control,1_flood,3533.0812428
Control,2_postflood,3598.4017554
Control,2_postflood,3055.6713120000004
Freshwater,0_preflood,4466.884002
Freshwater,0_preflood,4330.6371366
Freshwater,1_flood,4752.7195452
Freshwater,1_flood,3965.7787068
Freshwater,1_flood,5662.941291
Freshwater,2_postflood,5334.086607
Freshwater,2_postflood,5008.9333614
Freshwater,0_preflood,3691.47966
Freshwater,0_preflood,4046.003274
Freshwater,1_flood,4373.668293000001
Freshwater,1_flood,3817.7394606
Freshwater,1_flood,4850.8140516
Freshwater,2_postflood,4896.4694406
Freshwater,2_postflood,3743.7522612000002
Freshwater,0_preflood,3728.5427087999997
Freshwater,0_preflood,3921.5235456
Freshwater,1_flood,3907.1436750000003
Freshwater,1_flood,4202.472894
Freshwater,1_flood,4479.643002
Freshwater,2_postflood,4348.200255
Freshwater,2_postflood,4187.6754546
Freshwater,0_preflood,2218.6998095999998
Freshwater,0_preflood,2261.852532
Freshwater,1_flood,2857.4632848
Freshwater,1_flood,2345.3942034
Freshwater,1_flood,2247.1651782
Freshwater,2_postflood,2447.2037766000003
Freshwater,2_postflood,2153.0274864000003
Freshwater,0_preflood,4636.419203400001
Freshwater,0_preflood,4670.578605000001
Freshwater,1_flood,5627.4532038
Freshwater,1_flood,4735.1807262
Freshwater,1_flood,5592.8236272
Freshwater,2_postflood,5216.3688336000005
Freshwater,2_postflood,4934.9461626
Freshwater,0_preflood,2882.0984237999996
Freshwater,0_preflood,2893.4087586
Freshwater,1_flood,2977.7998782
Freshwater,1_flood,3060.4851702
Freshwater,1_flood,3209.1868716
Freshwater,2_postflood,3303.455016
Freshwater,2_postflood,3089.4455844
Freshwater,0_preflood,2631.4764648
Freshwater,0_preflood,2952.158175
Freshwater,1_flood,3338.566797
Freshwater,1_flood,2685.735318
Freshwater,1_flood,3297.3109962
Freshwater,2_postflood,3150.4374552
Freshwater,2_postflood,2559.9570798
Freshwater,0_preflood,1475.1093420000002
Freshwater,0_preflood,1726.6849416
Freshwater,1_flood,1851.5195772
Freshwater,1_flood,1575.9273354
Freshwater,1_flood,1982.7928038000002
Freshwater,2_postflood,2048.8858974
Freshwater,2_postflood,1701.7055736
Saltwater,0_preflood,4992.1802088
Saltwater,0_preflood,6087.908274
Saltwater,1_flood,5267.852364
Saltwater,1_flood,5529.8252832
Saltwater,1_flood,6168.688722
Saltwater,2_postflood,6036.502536
Saltwater,2_postflood,5652.6219918
Saltwater,0_preflood,5649.4347036
Saltwater,0_preflood,7005.8679059999995
Saltwater,1_flood,8040.260214
Saltwater,1_flood,6579.924972
Saltwater,1_flood,8391.981474
Saltwater,2_postflood,7527.26898
Saltwater,2_postflood,6836.417172
Saltwater,0_preflood,1252.7310492
Saltwater,0_preflood,1424.673348
Saltwater,1_flood,1368.1783224
Saltwater,1_flood,1676.158137
Saltwater,1_flood,2004.8238354
Saltwater,2_postflood,1743.6945185999998
Saltwater,2_postflood,1663.547622
Saltwater,0_preflood,2660.9655522
Saltwater,0_preflood,3204.610188
Saltwater,1_flood,3571.829106
Saltwater,1_flood,3379.0811076
Saltwater,1_flood,4016.8641516
Saltwater,2_postflood,3884.8051608
Saltwater,2_postflood,3107.4623514
Saltwater,0_preflood,5486.967300599999
Saltwater,0_preflood,4571.6338068000005
Saltwater,1_flood,6531.344652
Saltwater,1_flood,4701.0073434
Saltwater,1_flood,7439.994732
Saltwater,2_postflood,6704.777148
Saltwater,2_postflood,5985.5643864
Saltwater,0_preflood,3627.7764635999997
Saltwater,0_preflood,6258.6105
Saltwater,1_flood,3892.5647808000003
Saltwater,1_flood,3921.4229196
Saltwater,1_flood,4406.2062312
Saltwater,2_postflood,4405.3564878
Saltwater,2_postflood,3462.600906
Saltwater,0_preflood,1946.0744189999998
Saltwater,0_preflood,2129.6663454
Saltwater,1_flood,2048.3346504
Saltwater,1_flood,1827.4838112
Saltwater,1_flood,2181.0720846
Saltwater,2_postflood,65.97039666
Saltwater,2_postflood,1827.4838112
Saltwater,0_preflood,2646.3016842
Saltwater,0_preflood,2629.0363848
Saltwater,1_flood,2544.0170574000003
Saltwater,1_flood,2274.7860432
Saltwater,1_flood,2954.0077614
Saltwater,2_postflood,2736.9382314
Saltwater,2_postflood,2525.0276406
Control,0_preflood,919.1636100000001
Control,0_preflood,3091.6880388
Control,1_flood,724.3297001999999
Control,1_flood,703.3877898
Control,1_flood,939.9906624
Control,2_postflood,884.5314858
Control,2_postflood,643.6886298000001
Control,0_preflood,4113.3792552
Control,0_preflood,4711.801281
Control,1_flood,4169.563773000001
Control,1_flood,4454.0293704000005
Control,1_flood,4544.6273249999995
Control,2_postflood,4332.769461
Control,2_postflood,4040.0442252000003
Control,0_preflood,6026.063682
Control,0_preflood,6616.653023999999
Control,1_flood,6924.9747959999995
Control,1_flood,6570.063258
Control,1_flood,6954.462168
Control,2_postflood,6897.57147
Control,2_postflood,5985.5643864
Freshwater,0_preflood,2708.3589462
Freshwater,0_preflood,3285.091266
Freshwater,1_flood,3221.9356428
Freshwater,1_flood,3107.4623514
Freshwater,1_flood,4222.6143048
Freshwater,2_postflood,3899.4925145999996
Freshwater,2_postflood,3381.2149872
Freshwater,0_preflood,2939.1830225999997
Freshwater,0_preflood,3271.712373
Freshwater,1_flood,3207.3567486
Freshwater,1_flood,3542.4652494
Freshwater,1_flood,3950.893755
Freshwater,2_postflood,3496.4310228
Freshwater,2_postflood,3134.0048952
Saltwater,0_preflood,2078.648991
Saltwater,0_preflood,2326.6347942
Saltwater,1_flood,2062.9135452
Saltwater,1_flood,2071.6415676
Saltwater,1_flood,2712.1163070000002
Saltwater,2_postflood,2638.8158664
Saltwater,2_postflood,1871.8761306000001
Saltwater,0_preflood,3921.2705628
Saltwater,0_preflood,4817.452146
Saltwater,1_flood,4811.0351226
Saltwater,1_flood,4790.1259656
Saltwater,1_flood,5350.9321728
Saltwater,2_postflood,4590.9931626
Saltwater,2_postflood,4270.2673337999995
Saltwater,0_preflood,4098.6094908000005
Saltwater,0_preflood,5126.6564412
Saltwater,1_flood,4956.8240657999995
Saltwater,1_flood,4378.4308536
Saltwater,1_flood,4927.6073022
Saltwater,2_postflood,4980.9332868
Saltwater,2_postflood,4277.693886
Saltwater,0_preflood,3597.0947082000002
Saltwater,0_preflood,4155.750198000001
Saltwater,1_flood,4366.3788462
Saltwater,1_flood,3289.9624848000003
Saltwater,1_flood,4714.640667600001
Saltwater,2_postflood,4744.015375800001
Saltwater,2_postflood,3884.3279394000006
Control,0_preflood,1926.6855288000002
Control,0_preflood,6719.758248
Control,1_flood,6828.307296000001
Control,1_flood,6716.573526
Control,1_flood,7646.236548
Control,2_postflood,7461.907614000001
Control,2_postflood,6692.697102
Freshwater,0_preflood,7361.07102
Freshwater,0_preflood,7170.8924400000005
Freshwater,1_flood,7744.891812
Freshwater,1_flood,7089.08937
Freshwater,1_flood,8144.558568
Freshwater,2_postflood,8233.691904
Freshwater,2_postflood,7382.586696
Freshwater,0_preflood,5814.9099864
Freshwater,0_preflood,5882.5790658000005
Freshwater,1_flood,6559.336128
Freshwater,1_flood,6176.04411
Freshwater,1_flood,7498.341882
Freshwater,2_postflood,8278.258571999999
Freshwater,2_postflood,6310.192607999999
Freshwater,0_preflood,5994.160993799999
Freshwater,0_preflood,6750.460146
Freshwater,1_flood,7024.694436
Freshwater,1_flood,6976.2057780000005
Freshwater,1_flood,8311.683576
Freshwater,2_postflood,8088.850236
Freshwater,2_postflood,7692.301092000001
Freshwater,0_preflood,4254.2828028
Freshwater,0_preflood,4308.6822
Freshwater,1_flood,4537.3768362
Freshwater,1_flood,4413.7483164
Freshwater,1_flood,5067.7246602
Freshwater,2_postflood,4721.6905974
Freshwater,2_postflood,4835.8033164
Control,0_preflood,5237.3582903999995
Control,0_preflood,6510.808392000001
Control,1_flood,6740.424222
Control,1_flood,5526.8566014
Control,1_flood,6603.521544
Control,2_postflood,5395.923255
Control,2_postflood,3529.2969749999997
Freshwater,0_preflood,7102.509768
Freshwater,0_preflood,7760.838
Freshwater,1_flood,8680.056888
Freshwater,1_flood,5993.8670838
Freshwater,1_flood,10874.429838
Freshwater,2_postflood,9389.429646
Freshwater,2_postflood,7482.508788
Freshwater,0_preflood,8129.843658
Freshwater,0_preflood,8169.642036000001
Freshwater,1_flood,8772.63294
Freshwater,1_flood,6898.336241999999
Freshwater,1_flood,9793.402398
Freshwater,2_postflood,9296.07045
Freshwater,2_postflood,8146.03401
Saltwater,0_preflood,6285.283722
Saltwater,0_preflood,4232.247060000001
Saltwater,1_flood,4540.2192864
Saltwater,1_flood,4473.3848538
Saltwater,1_flood,5921.4914526
Saltwater,2_postflood,5901.5036502
Saltwater,2_postflood,5307.3196992
Saltwater,0_preflood,5909.195046
Saltwater,0_preflood,5998.0900848
Saltwater,1_flood,6980.374596
Saltwater,1_flood,4812.599123999999
Saltwater,1_flood,8524.583381999999
Saltwater,2_postflood,7958.944632
Saltwater,2_postflood,7523.569728
Control,0_preflood,4258.9890636
Control,0_preflood,5701.1902428
Control,1_flood,4270.4723166
Control,1_flood,3804.5796576
Control,1_flood,5023.0751040000005
Control,2_postflood,4696.5752219999995
Control,2_postflood,4166.6630898
Control,0_preflood,2167.9866714
Control,0_preflood,2243.6661192
Control,1_flood,2127.3522576
Control,1_flood,1813.4262437999998
Control,1_flood,2281.2563166
Control,2_postflood,2004.5865336
Control,2_postflood,1712.2117554
Freshwater,0_preflood,1436.9213982
Freshwater,0_preflood,1406.461029
Freshwater,1_flood,1501.3379238
Freshwater,1_flood,1194.2626728
Freshwater,1_flood,1766.4480780000001
Freshwater,2_postflood,1804.9500522
Freshwater,2_postflood,1467.6100764
Freshwater,0_preflood,4108.3575354
Freshwater,0_preflood,4011.9085626
Freshwater,1_flood,4794.8525496
Freshwater,1_flood,3623.5631958
Freshwater,1_flood,4754.7063882
Freshwater,2_postflood,4637.718885
Freshwater,2_postflood,3888.3232482
Saltwater,0_preflood,4554.2547606
Saltwater,0_preflood,5419.7960274
Saltwater,1_flood,4429.213880400001
Saltwater,1_flood,4621.677012
Saltwater,1_flood,5676.074867400001
Saltwater,2_postflood,5581.9751622
Saltwater,2_postflood,4394.3956878
Saltwater,0_preflood,4293.9580968
Saltwater,0_preflood,4895.299638
Saltwater,1_flood,4994.2918242
Saltwater,1_flood,3361.1088522
Saltwater,1_flood,5515.1251602
Saltwater,2_postflood,4939.3571856
Saltwater,2_postflood,4369.092066
Control,0_preflood,796.0783368
Control,0_preflood,907.2412404
Control,1_flood,882.023106
Control,1_flood,776.865588
Control,1_flood,945.5756856
Control,2_postflood,901.595421
Control,2_postflood,636.2899098
Control,0_preflood,30830.1060389298
Control,0_preflood,43632.8654468326
Control,0_preflood,60328.4245482039
Control,0_preflood,62406.5101457756
Control,0_preflood,32406.230968041298
Control,0_preflood,31134.0448021751
Control,0_preflood,25983.8967739207
Control,0_preflood,3155.341184494
Freshwater,0_preflood,53124.8943326339
Freshwater,0_preflood,45548.2084503217
Freshwater,0_preflood,34484.0008670793
Freshwater,0_preflood,34208.7117457603
Freshwater,0_preflood,38034.4255008339
Freshwater,0_preflood,34534.3547831921
Freshwater,0_preflood,40804.8379826402
Freshwater,0_preflood,49630.5851132307
Freshwater,0_preflood,4088.62497451619
Saltwater,0_preflood,56984.0721322715
Saltwater,0_preflood,87158.2222773985
Saltwater,0_preflood,55671.3976294682
Saltwater,0_preflood,29424.3004687078
Saltwater,0_preflood,73998.4867526018
Saltwater,0_preflood,41487.457136966
Saltwater,0_preflood,31265.3753921622
Saltwater,0_preflood,64290.9936176031
Saltwater,0_preflood,34247.6215900293
Saltwater,0_preflood,5214.72164394847
Control,0_preflood,55348.990502006
Control,0_preflood,63515.2433958586
Control,0_preflood,85842.4697138924
Control,0_preflood,93471.4037035191
Control,0_preflood,65510.1424298206
Control,0_preflood,66059.7735768578
Control,0_preflood,31948.8627174554
Control,0_preflood,3331.18526772186
Saltwater,0_preflood,50099.5552849272
Saltwater,0_preflood,55898.1481012428
Saltwater,0_preflood,127154.227351329
Saltwater,0_preflood,20328.5521672365
Saltwater,0_preflood,14202.8167454544
Saltwater,0_preflood,75078.9649839256
Saltwater,0_preflood,71948.8929476896
Saltwater,0_preflood,126908.613892171
Saltwater,0_preflood,70658.7908900403
Saltwater,0_preflood,949.160906904948
Freshwater,0_preflood,33827.5846910442
Freshwater,0_preflood,39261.8613995591
Freshwater,0_preflood,90188.3757277429
Freshwater,0_preflood,74129.0280962548
Freshwater,0_preflood,66099.2358935606
Freshwater,0_preflood,69850.6815685996
Freshwater,0_preflood,32997.7710954169
Freshwater,0_preflood,3247.36730704502
Control,0_preflood,49074.8269776976
Control,0_preflood,52798.5273343268
Control,0_preflood,142828.889532462
Control,0_preflood,83765.8961356441
Control,0_preflood,78505.5513008963
Control,0_preflood,42049.6231383779
Control,0_preflood,85437.1871843701
Control,0_preflood,23376.5736086154
Control,0_preflood,16424.0851821362
Control,0_preflood,58659.3896092712
Control,0_preflood,56701.2194764094
Control,0_preflood,30995.5826961772
Saltwater,0_preflood,64437.3339396042
Saltwater,0_preflood,109187.338708522
Saltwater,0_preflood,113165.699627906
Saltwater,0_preflood,55318.8211694054
Saltwater,0_preflood,57948.1210018252
Saltwater,0_preflood,53820.9284128374
Saltwater,0_preflood,28140.395230515
Saltwater,0_preflood,58418.6456578362
Saltwater,0_preflood,78434.8495456421
Saltwater,0_preflood,64823.0164893103
Saltwater,0_preflood,94594.0041966561
Saltwater,0_preflood,54775.8943361784
Freshwater,0_preflood,86363.1116905213
Freshwater,0_preflood,91469.076110315393
Freshwater,0_preflood,63545.999595992
Freshwater,0_preflood,21247.6005644846
Freshwater,0_preflood,47448.910346584
Freshwater,0_preflood,9932.50060319984
Freshwater,0_preflood,38416.0451457247
Freshwater,0_preflood,29918.5443751569
Freshwater,0_preflood,60686.4715795325
Freshwater,0_preflood,55701.7740943832
Freshwater,0_preflood,57372.5729156993
Freshwater,0_preflood,57646.027615926
Control,0_preflood,8358.35734602866
Control,0_preflood,59587.3725209551
Control,0_preflood,121813.374506469
Control,0_preflood,114280.147232086
Control,0_preflood,126964.579100036
Control,0_preflood,51273.696314048
Control,0_preflood,91061.8250504622
Control,0_preflood,22206.3700632665
Control,0_preflood,17341.8655620492
Control,0_preflood,55284.3205027592
Control,0_preflood,397220.20389322
Saltwater,0_preflood,56754.2010449037
Saltwater,0_preflood,120573.76689631
Saltwater,0_preflood,159541.755271776
Saltwater,0_preflood,64045.0734417828
Saltwater,0_preflood,62228.799046839304
Saltwater,0_preflood,125261.4275135
Saltwater,0_preflood,58489.7053966612
Saltwater,0_preflood,54516.3562472708
Saltwater,0_preflood,79301.5725187545
Saltwater,0_preflood,72897.9624023686
Saltwater,0_preflood,116189.005128055
Saltwater,0_preflood,64674.8560389011
Freshwater,0_preflood,92026.367034325
Freshwater,0_preflood,57942.6170044225
Freshwater,0_preflood,52015.125037343
Freshwater,0_preflood,40500.8519667948
Freshwater,0_preflood,89794.6527053439
Freshwater,0_preflood,43012.0172208153
Freshwater,0_preflood,62285.2709551499
Freshwater,0_preflood,64666.846156502
Freshwater,0_preflood,66025.9755313971
Freshwater,0_preflood,66828.1719658536
Control,1_flood,78907.4293401862
Control,1_flood,251082.126514997
Control,1_flood,124998.856165076
Control,1_flood,161237.163476899
Control,1_flood,40854.637663882
Control,1_flood,95500.1582802979
Control,1_flood,30518.8781324403
Control,1_flood,25028.6629824088
Control,1_flood,66647.2071846187
Control,1_flood,64414.5543620435
Control,1_flood,54445.2447085807
Saltwater,1_flood,59715.4384339554
Saltwater,1_flood,108718.217997645
Saltwater,1_flood,131349.484189481
Saltwater,1_flood,55466.7267441016
Saltwater,1_flood,59708.1304615453
Saltwater,1_flood,113644.912256738
Saltwater,1_flood,52805.1452586569
Saltwater,1_flood,54805.6914973839
Saltwater,1_flood,77762.9470597356
Saltwater,1_flood,66235.5396835768
Saltwater,1_flood,120123.676386346
Saltwater,1_flood,68787.2774119367
Freshwater,1_flood,32781.6595283874
Freshwater,1_flood,51223.7538301281
Freshwater,1_flood,54853.3054035162
Freshwater,1_flood,36886.9914896056
Freshwater,1_flood,79126.6685124902
Freshwater,1_flood,41647.0819114224
Freshwater,1_flood,61757.1424559493
Freshwater,1_flood,62216.4238631235
Freshwater,1_flood,56611.747034791
Freshwater,1_flood,63464.1592752338
Control,1_flood,69743.4561088133
Control,1_flood,250310.658261886
Control,1_flood,132570.408758025
Control,1_flood,171627.082705711
Control,1_flood,28693.0955529445
Control,1_flood,113427.511286083
Control,1_flood,52002.3443140199
Control,1_flood,24175.6029146322
Control,1_flood,79786.2690652378
Control,1_flood,78367.4463971946
Saltwater,1_flood,114536.215885655
Saltwater,1_flood,104039.725795377
Saltwater,1_flood,177279.32860599
Saltwater,1_flood,56912.2705873377
Saltwater,1_flood,69075.7405682974
Saltwater,1_flood,108220.379190025
Saltwater,1_flood,55032.7318181502
Saltwater,1_flood,66495.3986289088
Saltwater,1_flood,86453.1574416737
Saltwater,1_flood,69237.9506552904
Saltwater,1_flood,123224.677734317
Saltwater,1_flood,77159.9720846199
Freshwater,1_flood,85720.0736571457
Freshwater,1_flood,59314.441469316
Freshwater,1_flood,49421.5988669522
Freshwater,1_flood,45986.6276632573
Freshwater,1_flood,75120.5546061408
Freshwater,1_flood,50390.8691463059
Freshwater,1_flood,64272.1161513258
Freshwater,1_flood,56034.6862195099
Freshwater,1_flood,70477.5262454458
Freshwater,1_flood,67260.7181935773
Control,1_flood,52512.0962718902
Control,1_flood,68172.5277695963
Control,1_flood,117891.387837403
Control,1_flood,106385.166049725
Control,1_flood,116739.695842114
Control,1_flood,46507.9667354343
Control,1_flood,102453.245232188
Control,1_flood,26534.017769119
Control,1_flood,20835.9075230436
Control,1_flood,59730.812662019
Control,1_flood,64874.3006898223
Control,1_flood,50084.1030711479
Saltwater,1_flood,82697.659621935
Saltwater,1_flood,115042.569972062
Saltwater,1_flood,131211.164317341
Saltwater,1_flood,52381.0006102795
Saltwater,1_flood,61237.7009974538
Saltwater,1_flood,100796.539446021
Saltwater,1_flood,56369.4750350464
Saltwater,1_flood,59263.3718626726
Saltwater,1_flood,71442.5427523998
Saltwater,1_flood,62830.3040678738
Saltwater,1_flood,115151.190859174
Saltwater,1_flood,67631.2782578392
Freshwater,1_flood,108501.720388958
Freshwater,1_flood,64070.1265128735
Freshwater,1_flood,56437.071909592
Freshwater,1_flood,46434.3737118384
Freshwater,1_flood,25242.0417687105
Freshwater,1_flood,72252.9719049766
Freshwater,1_flood,39699.9218486073
Freshwater,1_flood,55312.6429804886
Freshwater,1_flood,55856.9121356523
Control,2_postflood,33718.7847398047
Control,2_postflood,72623.4390132072
Control,2_postflood,103195.818683641
Control,2_postflood,101092.809601975
Control,2_postflood,118412.62142715
Control,2_postflood,32315.0819333508
Control,2_postflood,87588.3172210773
Control,2_postflood,21613.1637359104
Control,2_postflood,17605.9675220224
Control,2_postflood,54166.7314454351
Control,2_postflood,63875.4889264347
Saltwater,2_postflood,29589.6380700517
Saltwater,2_postflood,115898.595740078
Saltwater,2_postflood,110418.072370332
Saltwater,2_postflood,73179.6573287087
Saltwater,2_postflood,73810.8059384574
Saltwater,2_postflood,120612.647337696
Saltwater,2_postflood,52039.7377675673
Saltwater,2_postflood,54887.6497398867
Saltwater,2_postflood,79002.349434189
Saltwater,2_postflood,69839.3709300565
Saltwater,2_postflood,105286.662916156
Saltwater,2_postflood,66828.0962494383
Freshwater,2_postflood,101403.315219702
Freshwater,2_postflood,52993.6862574849
Freshwater,2_postflood,50181.7511794673
Freshwater,2_postflood,35388.9926457752
Freshwater,2_postflood,76651.513904364
Freshwater,2_postflood,44418.0715337051
Freshwater,2_postflood,62547.1046540948
Freshwater,2_postflood,47705.8161370818
Freshwater,2_postflood,57222.0497820272
Freshwater,2_postflood,62465.358593301
Control,2_postflood,37717.3340285696
Control,2_postflood,71007.6587963118
Control,2_postflood,200029.249492956
Control,2_postflood,109140.15862155
Control,2_postflood,125879.097005184
Control,2_postflood,43778.8408872879
Control,2_postflood,98350.532790134
Control,2_postflood,22686.6658897352
Control,2_postflood,17998.0432137944
Control,2_postflood,68969.3661841109
Control,2_postflood,73741.5915712563
Saltwater,2_postflood,118327.812883388
Saltwater,2_postflood,123622.976332082
Saltwater,2_postflood,184715.976976501
Saltwater,2_postflood,74710.5141913574
Saltwater,2_postflood,66200.7688703743
Saltwater,2_postflood,94746.6619412814
Saltwater,2_postflood,55040.1615489946
Saltwater,2_postflood,61423.5344130453
Saltwater,2_postflood,85766.1083511019
Saltwater,2_postflood,68623.2084047912
Saltwater,2_postflood,117665.906370288
Saltwater,2_postflood,62177.6876080211
Freshwater,2_postflood,60646.0646612861
Freshwater,2_postflood,47283.7715180023
Freshwater,2_postflood,46135.8965409907
Freshwater,2_postflood,81921.8907895497
Freshwater,2_postflood,47321.9823011721
Freshwater,2_postflood,61843.3210912573
Freshwater,2_postflood,54058.6497613526
Freshwater,2_postflood,65788.828257848
Freshwater,2_postflood,61109.9134258912
Control,2_postflood,47946.5964310097
Control,2_postflood,74695.6520308778
Control,2_postflood,126229.045154726
Control,2_postflood,68625.503690374
Control,2_postflood,30680.7274075214
Control,2_postflood,78495.0753165112
Control,2_postflood,87539.5241639979
Control,2_postflood,18988.1686606711
Control,2_postflood,2867.4643683711
Saltwater,2_postflood,82683.3342028403
Saltwater,2_postflood,122039.315937834
Saltwater,2_postflood,64852.3235775159
Saltwater,2_postflood,79092.8760790337
Saltwater,2_postflood,103939.145708544
Saltwater,2_postflood,90370.3114969415
Saltwater,2_postflood,81878.706941128
Saltwater,2_postflood,107286.731956633
Saltwater,2_postflood,78910.7778665846
Saltwater,2_postflood,7090.52107802357
Freshwater,2_postflood,82341.0145145001
Freshwater,2_postflood,74173.1054598959
Freshwater,2_postflood,70131.6122970333
Freshwater,2_postflood,94395.809245498
Freshwater,2_postflood,73754.3285822818
Freshwater,2_postflood,86578.908196197
Freshwater,2_postflood,1279.28458301563
Control,2_postflood,49135.0245251263
Control,2_postflood,87538.7667209806
Control,2_postflood,41365.1740538401
Control,2_postflood,81704.5841580962
Control,2_postflood,68017.9898350416
Control,2_postflood,56450.6765188726
Control,2_postflood,82055.1911641549
Control,2_postflood,88988.8690998326
Control,2_postflood,17111.8040849754
Control,2_postflood,3516.01381305154
Saltwater,2_postflood,92652.5764189576
Saltwater,2_postflood,128852.961433008
Saltwater,2_postflood,125773.777345867
Saltwater,2_postflood,77045.6412697333
Saltwater,2_postflood,88063.4965100711
Saltwater,2_postflood,81991.4322842883
Saltwater,2_postflood,101374.08720825201
Saltwater,2_postflood,94631.5968012309
Saltwater,2_postflood,81769.8579239973
Saltwater,2_postflood,3049.47346987698
Freshwater,2_postflood,160242.068401279
Freshwater,2_postflood,75886.0851212166
Freshwater,2_postflood,65832.5885082945
Freshwater,2_postflood,80813.118282226
Freshwater,2_postflood,93117.5127651544
Freshwater,2_postflood,76416.0724559565
Freshwater,2_postflood,82435.6057807172
Freshwater,2_postflood,7260.72297955416
Control,2_postflood,52358.4262810071
Control,2_postflood,90499.8626785554
Control,2_postflood,102892.525484959
Control,2_postflood,70583.830104365
Control,2_postflood,62375.2769894432
Control,2_postflood,52668.6748669361
Control,2_postflood,81015.7117074736
Control,2_postflood,76109.6181080043
Control,2_postflood,32519.712910446
Control,2_postflood,1014.92599294252
Saltwater,2_postflood,110526.592691822
Saltwater,2_postflood,124944.596124003
Saltwater,2_postflood,166787.002817677
Saltwater,2_postflood,75738.6971852383
Saltwater,2_postflood,75965.7959390676
Saltwater,2_postflood,66072.0644434052
Saltwater,2_postflood,78630.5199028366
Saltwater,2_postflood,82779.7725762885
Saltwater,2_postflood,59904.0200384712
Saltwater,2_postflood,1117.89151165544
Freshwater,2_postflood,152946.696364306
Freshwater,2_postflood,29716.4481441084
Freshwater,2_postflood,66921.8574175016
Freshwater,2_postflood,66033.0245832121
Freshwater,2_postflood,66551.2745021832
Freshwater,2_postflood,76675.5270770814
Freshwater,2_postflood,60770.5021302909
Freshwater,2_postflood,67872.7146184184
Freshwater,2_postflood,3615.89330191555
Control,2_postflood,57403.1029339759
Control,2_postflood,80503.5036716276
Control,2_postflood,119806.882921094
Control,2_postflood,71476.5077733705
Control,2_postflood,63527.1218688652
Control,2_postflood,45003.4687239667
Control,2_postflood,65428.4560123203
Control,2_postflood,61973.005875916
Control,2_postflood,43085.4454627884
Control,2_postflood,634.456359782972
Saltwater,2_postflood,11727.5227812496
Saltwater,2_postflood,27819.8461049192
Saltwater,2_postflood,47426.3906099376
Saltwater,2_postflood,57581.5286153566
Saltwater,2_postflood,82095.7300042892
Saltwater,2_postflood,52412.2117161001
Saltwater,2_postflood,37949.1265405999
Saltwater,2_postflood,13521.3283054497
Saltwater,2_postflood,17139.0220166827
Saltwater,2_postflood,3372.35893594868
Freshwater,2_postflood,5826.84226733545
Freshwater,2_postflood,30389.505474062
Freshwater,2_postflood,25670.7947533337
Freshwater,2_postflood,14656.3995652866
Freshwater,2_postflood,31702.2418985225
Freshwater,2_postflood,11060.1693269736
Freshwater,2_postflood,19741.5526101007
Freshwater,2_postflood,25175.5715917276
Freshwater,2_postflood,728.633684859334
Control,2_postflood,46323.8474930096
Control,2_postflood,57879.1518136289
Control,2_postflood,45773.6476778072
Control,2_postflood,42918.566329309
Control,2_postflood,31793.7760761443
Control,2_postflood,8407.00365399128
Control,2_postflood,46071.7981738635
Control,2_postflood,46689.6869286256
Control,2_postflood,39206.6236830456
Control,2_postflood,762.541961170534
Saltwater,2_postflood,51260.5742912263
Saltwater,2_postflood,109715.581099889
Saltwater,2_postflood,73025.7821436146
Saltwater,2_postflood,45019.0068742295
Saltwater,2_postflood,56806.1912490966
Saltwater,2_postflood,56840.4125073415
Saltwater,2_postflood,59524.6535329432
Saltwater,2_postflood,52002.8918955914
Saltwater,2_postflood,35900.7703460852
Saltwater,2_postflood,1480.65644765777
Freshwater,2_postflood,80869.6757546271
Freshwater,2_postflood,37497.511205206
Freshwater,2_postflood,38572.2005638724
Freshwater,2_postflood,39238.0966018978
Freshwater,2_postflood,36897.2206881683
Freshwater,2_postflood,47610.0703288067
Freshwater,2_postflood,34319.4999780622
Freshwater,2_postflood,47661.7125125572
Freshwater,2_postflood,4627.37206816821
