#Log_File	LOG182
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.38
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XA7-530-200	Water	%air sat.	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XA7-530-200	4 Jun 2023	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	21.275°	20.00°C	23.17°C	1014 mbar	50%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.60 mV	0.000°	0	0.000000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%air sat.)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
224	2023-06-10 09:49:44	93.770		15.80	15.80	1010.9	60.9	66900		0	22.959	297.1	38.8	23.37
225	2023-06-10 09:54:44	93.878		15.80	15.80	1010.8	60.5	67200		0	22.948	297.1	39.0	23.58
226	2023-06-10 09:59:44	93.926		15.81	15.81	1010.9	60.1	67500		0	22.940	296.5	38.4	23.78
227	2023-06-10 10:04:44	93.820		15.81	15.81	1010.9	59.6	67800		0	22.952	296.0	38.4	23.98
228	2023-06-10 10:09:44	93.805		15.81	15.81	1010.8	59.0	68100		0	22.955	295.5	38.7	24.16
229	2023-06-10 10:14:44	93.763		15.81	15.81	1010.9	58.9	68400		0	22.959	295.2	38.8	24.34
230	2023-06-10 10:19:44	93.793		15.81	15.81	1010.8	58.2	68700		0	22.956	294.7	38.8	24.52
231	2023-06-10 10:24:44	93.800		15.81	15.81	1010.8	57.9	69000		0	22.955	294.5	38.8	24.69
232	2023-06-10 10:29:44	93.765		15.82	15.82	1010.7	57.5	69300		0	22.959	294.0	38.7	24.89
233	2023-06-10 10:34:44	93.856		15.82	15.82	1010.6	57.2	69600		0	22.950	293.6	38.4	25.08
234	2023-06-10 10:39:44	93.755		15.83	15.83	1010.6	57.2	69900		0	22.962	293.2	38.4	25.25
235	2023-06-10 10:44:44	93.771		15.83	15.83	1010.7	55.3	70200		0	22.959	292.8	38.4	25.41
236	2023-06-10 10:49:44	93.815		15.84	15.84	1010.5	55.9	70500		0	22.954	292.4	38.5	25.56
237	2023-06-10 10:54:44	93.781		15.84	15.84	1010.5	56.1	70800		0	22.958	292.2	38.4	25.71
238	2023-06-10 10:59:44	93.732		15.84	15.84	1010.5	55.8	71100		0	22.964	291.7	38.5	25.85
239	2023-06-10 11:04:44	93.715		15.85	15.85	1010.5	55.5	71400		0	22.965	291.5	38.6	25.98
240	2023-06-10 11:09:44	93.766		15.85	15.85	1010.5	55.1	71700		0	22.959	291.3	38.4	26.10
241	2023-06-10 11:14:44	93.795		15.86	15.86	1010.3	54.3	72000		0	22.956	291.2	38.7	26.23
242	2023-06-10 11:19:44	93.746		15.87	15.87	1010.2	49.1	72300		0	22.962	290.7	38.6	26.35
243	2023-06-10 11:24:44	93.819		15.87	15.87	1010.3	50.2	72600		0	22.952	290.7	38.3	26.47
244	2023-06-10 11:29:44	93.760		15.88	15.88	1010.3	49.6	72900		0	22.959	290.0	38.5	26.56
245	2023-06-10 11:34:44	93.798		15.88	15.88	1010.2	50.9	73200		0	22.955	290.1	38.6	26.61
246	2023-06-10 11:39:44	93.826		15.89	15.89	1010.1	50.1	73500		0	22.952	289.6	38.6	26.76
247	2023-06-10 11:44:44	93.764		15.90	15.90	1010.2	50.0	73800		0	22.958	289.9	38.9	26.83
248	2023-06-10 11:49:44	93.793		15.90	15.90	1010.1	49.4	74100		0	22.955	289.5	38.7	26.90
249	2023-06-10 11:54:44	93.800		15.91	15.91	1010.1	50.1	74400		0	22.954	289.5	38.8	26.97
250	2023-06-10 11:59:44	93.759		15.91	15.91	1009.9	50.5	74700		0	22.960	289.4	38.6	27.03
251	2023-06-10 12:04:44	93.754		15.92	15.92	1009.9	50.0	75000		0	22.960	289.3	38.7	27.10
252	2023-06-10 12:09:44	93.651		15.92	15.92	1009.9	50.0	75300		0	22.973	288.8	38.7	27.17
253	2023-06-10 12:14:44	93.680		15.93	15.93	1009.9	50.3	75600		0	22.968	288.8	38.7	27.27
254	2023-06-10 12:19:44	93.769		15.93	15.93	1009.9	50.1	75900		0	22.957	288.4	38.8	27.44
255	2023-06-10 12:24:44	93.709		15.94	15.94	1009.8	49.9	76200		0	22.964	288.1	38.7	27.53
256	2023-06-10 12:29:44	93.687		15.94	15.94	1009.7	49.9	76500		0	22.968	288.0	38.5	27.66
257	2023-06-10 12:34:44	93.691		15.95	15.95	1009.6	49.2	76800		0	22.967	287.6	38.6	27.73
258	2023-06-10 12:39:44	93.624		15.95	15.95	1009.6	47.6	77100		0	22.976	287.5	38.7	27.77
259	2023-06-10 12:44:44	93.629		15.96	15.96	1009.6	48.8	77400		0	22.975	287.5	38.7	27.86
260	2023-06-10 12:49:44	93.723		15.97	15.97	1009.5	46.8	77700		0	22.964	287.1	38.7	27.90
261	2023-06-10 12:54:44	93.744		15.97	15.97	1009.5	47.2	78000		0	22.961	287.0	39.1	27.91
262	2023-06-10 12:59:44	93.643		15.97	15.97	1009.4	47.6	78300		0	22.974	287.0	38.7	27.93
263	2023-06-10 13:04:44	93.713		15.98	15.98	1009.5	47.5	78600		0	22.963	287.0	38.5	28.01
264	2023-06-10 13:09:44	93.737		15.99	15.99	1009.5	47.4	78900		0	22.960	286.9	38.7	28.38
265	2023-06-10 13:14:44	93.673		16.00	16.00	1009.5	46.9	79200		0	22.966	284.9	38.8	28.97
266	2023-06-10 13:19:44	93.738		15.99	15.99	1009.5	46.3	79500		0	22.958	284.6	38.7	28.87
267	2023-06-10 13:24:44	93.688		16.00	16.00	1009.6	46.0	79800		0	22.962	284.6	38.6	29.00
268	2023-06-10 13:29:44	93.572		16.01	16.01	1009.7	46.7	80100		0	22.974	284.4	38.5	29.00
269	2023-06-10 13:34:44	93.602		16.01	16.01	1009.5	45.7	80400		0	22.972	284.5	38.5	28.92
270	2023-06-10 13:39:44	93.626		16.02	16.02	1009.6	45.6	80700		0	22.969	284.8	38.4	28.83
271	2023-06-10 13:44:44	93.706		16.03	16.03	1009.5	46.0	81000		0	22.958	284.7	38.6	28.84
272	2023-06-10 13:49:44	93.689		16.03	16.03	1009.5	44.9	81300		0	22.960	284.3	38.5	29.24
273	2023-06-10 13:54:44	93.649		16.04	16.04	1009.4	43.5	81600		0	22.965	284.0	38.6	29.14
274	2023-06-10 13:59:44	93.694		16.05	16.05	1009.5	44.8	81900		0	22.959	283.9	38.8	29.08
275	2023-06-10 14:04:44	93.637		16.05	16.05	1009.3	44.8	82200		0	22.967	284.1	38.7	29.29
276	2023-06-10 14:09:44	93.612		16.06	16.06	1009.2	44.8	82500		0	22.971	283.9	38.6	29.42
277	2023-06-10 14:14:44	93.556		16.07	16.07	1009.2	44.7	82800		0	22.977	283.5	38.6	29.41
278	2023-06-10 14:19:44	93.650		16.07	16.07	1009.2	44.6	83100		0	22.965	283.4	38.8	29.35
279	2023-06-10 14:24:44	93.601		16.06	16.06	1009.2	44.9	83400		0	22.972	283.5	38.7	29.31
280	2023-06-10 14:29:44	93.573		16.08	16.08	1009.2	44.9	83700		0	22.974	283.6	38.6	29.19
281	2023-06-10 14:34:44	93.606		16.08	16.08	1009.2	44.7	84000		0	22.969	284.0	38.9	29.19
282	2023-06-10 14:39:44	93.571		16.09	16.09	1009.2	44.0	84300		0	22.973	283.9	38.5	29.08
283	2023-06-10 14:44:44	93.615		16.09	16.09	1009.1	44.5	84600		0	22.968	284.2	38.5	28.98
284	2023-06-10 14:49:44	93.572		16.10	16.10	1009.1	44.7	84900		0	22.972	284.4	38.5	28.86
285	2023-06-10 14:54:44	93.659		16.10	16.10	1009.1	44.7	85200		0	22.961	284.9	38.8	28.75
286	2023-06-10 14:59:44	93.643		16.11	16.11	1009.1	44.5	85500		0	22.963	285.0	38.5	28.65
287	2023-06-10 15:04:44	93.623		16.11	16.11	1009.0	43.6	85800		0	22.966	285.4	38.6	28.61
288	2023-06-10 15:09:44	93.666		16.11	16.11	1009.0	43.8	86100		0	22.960	285.6	38.3	28.56
289	2023-06-10 15:14:44	93.647		16.12	16.12	1009.0	43.9	86400		0	22.961	285.3	38.7	28.52
290	2023-06-10 15:19:44	93.666		16.13	16.13	1009.0	43.0	86700		0	22.958	285.4	38.7	28.47
291	2023-06-10 15:24:44	93.644		16.14	16.14	1009.0	43.7	87000		0	22.960	285.4	38.4	28.62
292	2023-06-10 15:29:44	93.614		16.14	16.14	1009.0	43.5	87300		0	22.964	284.9	38.3	28.66
293	2023-06-10 15:34:44	93.696		16.14	16.14	1009.0	43.5	87600		0	22.953	284.9	38.6	28.46
294	2023-06-10 15:39:44	93.632		16.15	16.15	1009.0	43.1	87900		0	22.961	285.3	38.4	28.38
295	2023-06-10 15:44:44	93.686		16.16	16.16	1009.0	42.8	88200		0	22.953	285.8	38.7	28.32
296	2023-06-10 15:49:44	93.717		16.17	16.17	1009.0	43.4	88500		0	22.948	285.6	38.7	28.19
297	2023-06-10 15:54:44	93.661		16.17	16.17	1009.0	43.6	88800		0	22.955	285.8	38.4	28.10
298	2023-06-10 15:59:44	93.567		16.17	16.17	1009.0	43.7	89100		0	22.967	286.2	38.5	28.02
299	2023-06-10 16:04:44	93.653		16.17	16.17	1009.0	43.0	89400		0	22.955	286.2	38.6	27.94
300	2023-06-10 16:09:44	93.684		16.18	16.18	1009.0	43.6	89700		0	22.951	286.4	38.6	27.80
301	2023-06-10 16:14:44	93.651		16.19	16.19	1009.0	43.8	90000		0	22.954	286.6	38.4	27.71
302	2023-06-10 16:19:44	93.681		16.19	16.19	1009.1	43.9	90300		0	22.950	286.8	38.6	27.61
303	2023-06-10 16:24:44	93.740		16.18	16.18	1009.1	44.2	90600		0	22.943	286.8	38.6	27.49
304	2023-06-10 16:29:44	93.587		16.19	16.19	1009.2	44.3	90900		0	22.960	287.1	38.4	27.41
305	2023-06-10 16:34:44	93.698		16.20	16.20	1009.1	44.5	91200		0	22.945	287.2	38.5	27.29
306	2023-06-10 16:39:44	93.690		16.20	16.20	1009.2	44.6	91500		0	22.945	287.3	38.7	27.11
307	2023-06-10 16:44:44	93.656		16.20	16.20	1009.2	44.8	91800		0	22.949	287.7	38.6	26.87
308	2023-06-10 16:49:44	93.637		16.19	16.19	1009.1	45.0	92100		0	22.953	288.1	38.7	26.74
309	2023-06-10 16:54:44	93.670		16.20	16.20	1009.3	45.2	92400		0	22.946	288.2	38.6	26.62
310	2023-06-10 16:59:44	93.723		16.22	16.22	1009.3	45.3	92700		0	22.939	288.6	38.7	26.54
311	2023-06-10 17:04:44	93.739		16.22	16.22	1009.2	45.4	93000		0	22.937	288.6	38.6	26.45
312	2023-06-10 17:09:44	93.621		16.23	16.23	1009.2	45.4	93300		0	22.951	288.9	38.8	26.33
313	2023-06-10 17:14:44	93.648		16.23	16.23	1009.3	45.6	93600		0	22.947	289.1	38.6	26.23
314	2023-06-10 17:19:44	93.665		16.24	16.24	1009.4	45.8	93900		0	22.943	289.1	38.7	26.14
315	2023-06-10 17:24:44	93.645		16.24	16.24	1009.4	46.0	94200		0	22.945	289.2	38.3	26.01
316	2023-06-10 17:29:44	93.676		16.24	16.24	1009.4	46.2	94500		0	22.941	289.6	38.6	25.91
317	2023-06-10 17:34:44	93.629		16.24	16.24	1009.3	46.4	94800		0	22.947	289.6	38.8	25.80
318	2023-06-10 17:39:44	93.746		16.25	16.25	1009.3	46.6	95100		0	22.932	290.1	38.7	25.67
319	2023-06-10 17:44:44	93.723		16.25	16.25	1009.3	46.6	95400		0	22.935	290.1	38.5	25.57
320	2023-06-10 17:49:44	93.665		16.26	16.26	1009.3	46.8	95700		0	22.940	290.6	38.6	25.44
321	2023-06-10 17:54:44	93.743		16.26	16.26	1009.4	46.9	96000		0	22.930	290.9	38.9	25.27
322	2023-06-10 17:59:44	93.708		16.26	16.26	1009.3	47.0	96300		0	22.934	291.2	38.9	25.14
323	2023-06-10 18:04:44	93.766		16.26	16.26	1009.5	47.1	96600		0	22.926	291.3	38.5	24.99
324	2023-06-10 18:09:44	93.755		16.27	16.27	1009.4	47.3	96900		0	22.927	291.7	38.7	24.83
325	2023-06-10 18:14:44	93.706		16.27	16.27	1009.5	47.4	97200		0	22.932	292.0	38.7	24.66
326	2023-06-10 18:19:44	93.758		16.28	16.28	1009.5	47.6	97500		0	22.924	292.2	38.8	24.50
327	2023-06-10 18:24:44	93.766		16.28	16.28	1009.6	47.7	97800		0	22.923	292.5	38.8	24.34
328	2023-06-10 18:29:44	93.927		16.29	16.29	1009.6	47.9	98100		0	22.902	292.7	38.7	24.17
329	2023-06-10 18:34:44	93.791		16.28	16.28	1009.6	48.1	98400		0	22.920	293.2	38.7	24.00
330	2023-06-10 18:39:44	93.820		16.29	16.29	1009.6	48.3	98700		0	22.915	293.1	38.5	23.83
331	2023-06-10 18:44:44	93.810		16.30	16.30	1009.6	48.5	99000		0	22.915	293.9	38.6	23.64
332	2023-06-10 18:49:44	93.792		16.29	16.29	1009.6	48.6	99300		0	22.918	293.9	38.8	23.46
333	2023-06-10 18:54:44	93.814		16.30	16.30	1009.6	48.8	99600		0	22.914	294.3	38.8	23.28
334	2023-06-10 18:59:44	93.752		16.29	16.29	1009.6	49.0	99900		0	22.923	294.7	38.9	23.10
335	2023-06-10 19:04:44	93.845		16.30	16.30	1009.5	49.2	100200		0	22.911	295.1	38.6	22.91
336	2023-06-10 19:09:44	93.873		16.31	16.31	1009.6	49.5	100500		0	22.906	295.5	38.7	22.74
337	2023-06-10 19:14:44	93.850		16.31	16.31	1009.6	49.7	100800		0	22.909	295.7	38.7	22.59
338	2023-06-10 19:19:44	93.851		16.31	16.31	1009.6	49.9	101100		0	22.908	295.9	38.6	22.43
339	2023-06-10 19:24:44	93.937		16.31	16.31	1009.6	50.0	101400		0	22.897	296.4	38.7	22.27
340	2023-06-10 19:29:44	93.967		16.31	16.31	1009.6	50.2	101700		0	22.893	296.8	38.9	22.11
341	2023-06-10 19:34:44	93.889		16.32	16.32	1009.7	50.4	102000		0	22.901	296.9	39.0	21.96
342	2023-06-10 19:39:44	93.922		16.32	16.32	1009.7	50.6	102300		0	22.898	297.2	38.9	21.84
343	2023-06-10 19:44:44	93.989		16.33	16.33	1009.7	50.8	102600		0	22.888	297.8	38.9	21.71
344	2023-06-10 19:49:44	93.987		16.32	16.32	1009.7	50.9	102900		0	22.889	297.7	39.1	21.58
345	2023-06-10 19:54:44	93.948		16.32	16.32	1009.8	51.2	103200		0	22.892	297.9	38.7	21.45
346	2023-06-10 19:59:44	93.966		16.32	16.32	1009.9	51.3	103500		0	22.889	298.2	38.8	21.33
347	2023-06-10 20:04:44	93.957		16.33	16.33	1010.0	51.5	103800		0	22.889	298.3	39.0	21.21
348	2023-06-10 20:09:44	94.034		16.33	16.33	1010.0	51.7	104100		0	22.879	298.7	38.7	21.10
349	2023-06-10 20:14:44	93.996		16.34	16.34	1010.0	51.9	104400		0	22.883	298.6	38.6	21.02
350	2023-06-10 20:19:44	94.010		16.34	16.34	1010.0	52.1	104700		0	22.881	298.9	38.6	20.92
351	2023-06-10 20:24:44	94.032		16.33	16.33	1010.1	52.3	105000		0	22.877	299.1	38.8	20.84
352	2023-06-10 20:29:44	93.975		16.34	16.34	1010.2	52.5	105300		0	22.882	299.0	38.9	20.76
353	2023-06-10 20:34:44	94.020		16.34	16.34	1010.3	52.7	105600		0	22.876	299.3	38.5	20.66
354	2023-06-10 20:39:44	94.042		16.34	16.34	1010.4	52.9	105900		0	22.872	299.4	38.8	20.57
355	2023-06-10 20:44:44	94.039		16.34	16.34	1010.6	53.0	106200		0	22.870	299.5	38.6	20.49
356	2023-06-10 20:49:44	94.119		16.35	16.35	1010.5	53.2	106500		0	22.860	299.5	38.6	20.41
357	2023-06-10 20:54:44	94.016		16.35	16.35	1010.7	53.3	106800		0	22.871	299.8	38.7	20.34
358	2023-06-10 20:59:44	94.049		16.35	16.35	1010.7	53.6	107100		0	22.866	299.9	38.5	20.24
359	2023-06-10 21:04:44	94.050		16.35	16.35	1010.8	53.7	107400		0	22.865	299.9	38.5	20.17
360	2023-06-10 21:09:44	94.025		16.36	16.36	1010.9	53.9	107700		0	22.867	300.2	38.5	20.08
361	2023-06-10 21:14:44	93.995		16.36	16.36	1010.9	54.2	108000		0	22.870	300.2	38.7	20.00
362	2023-06-10 21:19:44	94.077		16.37	16.37	1011.1	54.3	108300		0	22.856	300.4	38.7	19.93
363	2023-06-10 21:24:44	94.103		16.37	16.37	1011.0	54.6	108600		0	22.854	300.3	38.7	19.86
364	2023-06-10 21:29:44	94.055		16.36	16.36	1011.1	54.7	108900		0	22.859	300.7	38.5	19.79
365	2023-06-10 21:34:44	94.087		16.37	16.37	1011.1	54.9	109200		0	22.855	300.6	38.4	19.73
366	2023-06-10 21:39:44	94.109		16.37	16.37	1011.1	55.1	109500		0	22.853	300.7	38.5	19.67
367	2023-06-10 21:44:44	94.097		16.37	16.37	1011.1	55.2	109800		0	22.853	300.8	38.6	19.60
368	2023-06-10 21:49:44	94.108		16.37	16.37	1011.2	55.4	110100		0	22.851	301.1	38.6	19.55
369	2023-06-10 21:54:44	94.066		16.38	16.38	1011.2	55.5	110400		0	22.856	301.3	38.5	19.48
370	2023-06-10 21:59:44	94.074		16.37	16.37	1011.2	55.7	110700		0	22.855	301.1	38.5	19.42
371	2023-06-10 22:04:44	94.084		16.38	16.38	1011.3	55.8	111000		0	22.852	301.4	38.5	19.36
372	2023-06-10 22:09:44	94.040		16.38	16.38	1011.2	55.9	111300		0	22.859	301.5	38.6	19.29
373	2023-06-10 22:14:44	94.139		16.37	16.37	1011.2	56.0	111600		0	22.848	301.7	38.5	19.22
374	2023-06-10 22:19:44	94.215		16.38	16.38	1011.2	56.2	111900		0	22.837	301.4	38.4	19.15
375	2023-06-10 22:24:44	94.175		16.38	16.38	1011.2	56.2	112200		0	22.842	302.0	38.3	19.09
376	2023-06-10 22:29:44	94.130		16.38	16.38	1011.1	56.4	112500		0	22.848	301.9	38.4	19.03
377	2023-06-10 22:34:44	94.205		16.38	16.38	1011.1	56.5	112800		0	22.839	301.9	38.7	18.96
378	2023-06-10 22:39:44	94.185		16.38	16.38	1011.1	56.6	113100		0	22.841	302.1	38.6	18.89
379	2023-06-10 22:44:44	94.196		16.39	16.39	1011.1	56.8	113400		0	22.839	302.2	38.7	18.83
380	2023-06-10 22:49:44	94.136		16.38	16.38	1011.1	57.0	113700		0	22.847	302.3	38.8	18.79
381	2023-06-10 22:54:44	94.201		16.38	16.38	1011.1	57.1	114000		0	22.839	302.4	39.1	18.72
382	2023-06-10 22:59:44	94.079		16.38	16.38	1011.1	57.2	114300		0	22.855	302.6	38.8	18.66
383	2023-06-10 23:04:44	94.190		16.38	16.38	1011.1	57.4	114600		0	22.841	302.7	38.5	18.62
384	2023-06-10 23:09:44	94.259		16.39	16.39	1011.3	57.5	114900		0	22.830	302.8	38.7	18.57
385	2023-06-10 23:14:44	94.203		16.39	16.39	1011.2	57.6	115200		0	22.838	302.6	38.7	18.53
386	2023-06-10 23:19:44	94.190		16.38	16.38	1011.1	57.8	115500		0	22.841	302.8	38.7	18.50
387	2023-06-10 23:24:44	94.263		16.39	16.39	1011.0	57.9	115800		0	22.832	302.8	38.4	18.46
388	2023-06-10 23:29:44	94.246		16.39	16.39	1011.1	58.0	116100		0	22.834	302.9	38.7	18.41
389	2023-06-10 23:34:44	94.248		16.39	16.39	1011.1	58.1	116400		0	22.833	303.1	38.7	18.37
390	2023-06-10 23:39:44	94.246		16.39	16.39	1011.0	58.3	116700		0	22.835	303.0	38.7	18.34
391	2023-06-10 23:44:44	94.275		16.39	16.39	1011.0	58.3	117000		0	22.830	302.8	38.3	18.29
392	2023-06-10 23:49:44	94.256		16.39	16.39	1011.1	58.4	117300		0	22.832	303.2	38.6	18.25
393	2023-06-10 23:54:44	94.247		16.39	16.39	1011.0	58.6	117600		0	22.834	303.1	38.4	18.22
394	2023-06-10 23:59:44	94.206		16.39	16.39	1011.0	58.7	117900		0	22.840	303.2	38.5	18.17
395	2023-06-11 00:04:44	94.274		16.39	16.39	1011.0	58.9	118200		0	22.831	303.2	38.6	18.15
396	2023-06-11 00:09:44	94.234		16.39	16.39	1011.0	59.0	118500		0	22.836	303.2	38.2	18.13
397	2023-06-11 00:14:44	94.239		16.39	16.39	1011.0	59.1	118800		0	22.835	303.5	38.5	18.12
398	2023-06-11 00:19:44	94.259		16.39	16.39	1011.0	59.2	119100		0	22.833	303.2	38.7	18.11
399	2023-06-11 00:24:44	94.341		16.40	16.40	1011.0	59.3	119400		0	22.822	303.4	38.6	18.09
400	2023-06-11 00:29:44	94.237		16.39	16.39	1011.1	59.4	119700		0	22.834	303.5	38.5	18.06
401	2023-06-11 00:34:44	94.293		16.39	16.39	1011.1	59.5	120000		0	22.827	303.2	38.7	18.03
402	2023-06-11 00:39:44	94.286		16.39	16.39	1011.1	59.6	120300		0	22.829	303.3	38.8	18.01
403	2023-06-11 00:44:44	94.303		16.39	16.39	1011.1	59.7	120600		0	22.826	303.3	38.6	17.98
404	2023-06-11 00:49:44	94.242		16.39	16.39	1011.1	59.8	120900		0	22.833	303.7	38.7	17.95
405	2023-06-11 00:54:44	94.441		16.39	16.39	1011.1	59.9	121200		0	22.809	303.5	38.6	17.92
406	2023-06-11 00:59:44	94.295		16.39	16.39	1011.1	60.0	121500		0	22.827	303.6	38.6	17.89
407	2023-06-11 01:04:44	94.250		16.39	16.39	1011.1	60.1	121800		0	22.833	303.9	38.4	17.86
408	2023-06-11 01:09:44	94.363		16.40	16.40	1011.1	60.2	122100		0	22.818	303.7	38.4	17.83
409	2023-06-11 01:14:44	94.300		16.39	16.39	1011.1	60.2	122400		0	22.827	303.9	38.8	17.79
410	2023-06-11 01:19:44	94.212		16.39	16.39	1010.9	60.3	122700		0	22.839	304.1	38.3	17.75
411	2023-06-11 01:24:44	94.365		16.39	16.39	1011.0	60.4	123000		0	22.820	304.0	38.6	17.72
412	2023-06-11 01:29:44	94.281		16.39	16.39	1011.1	60.5	123300		0	22.829	304.2	38.7	17.68
413	2023-06-11 01:34:44	94.372		16.39	16.39	1010.9	60.6	123600		0	22.820	304.0	38.6	17.64
414	2023-06-11 01:39:44	94.300		16.39	16.39	1010.9	60.7	123900		0	22.829	304.1	38.8	17.60
415	2023-06-11 01:44:44	94.254		16.39	16.39	1010.9	60.8	124200		0	22.834	304.3	38.7	17.56
416	2023-06-11 01:49:44	94.422		16.39	16.39	1010.8	60.8	124500		0	22.814	304.3	38.5	17.51
417	2023-06-11 01:54:44	94.292		16.38	16.38	1010.8	61.0	124800		0	22.831	304.4	38.6	17.45
418	2023-06-11 01:59:44	94.345		16.39	16.39	1010.7	61.1	125100		0	22.825	304.4	38.6	17.40
419	2023-06-11 02:04:44	94.288		16.39	16.39	1010.8	61.2	125400		0	22.831	304.4	38.7	17.37
420	2023-06-11 02:09:44	94.357		16.39	16.39	1010.8	61.2	125700		0	22.823	304.8	38.7	17.31
421	2023-06-11 02:14:44	94.329		16.39	16.39	1010.8	61.3	126000		0	22.826	304.6	38.8	17.27
422	2023-06-11 02:19:44	94.427		16.39	16.39	1010.7	61.4	126300		0	22.816	304.9	38.7	17.23
423	2023-06-11 02:24:44	94.292		16.39	16.39	1010.7	61.5	126600		0	22.833	304.9	38.7	17.18
424	2023-06-11 02:29:44	94.303		16.39	16.39	1010.5	61.6	126900		0	22.833	305.1	38.6	17.13
425	2023-06-11 02:34:44	94.397		16.39	16.39	1010.6	61.7	127200		0	22.821	305.1	38.6	17.08
426	2023-06-11 02:39:44	94.375		16.39	16.39	1010.6	61.8	127500		0	22.823	305.0	38.7	17.05
427	2023-06-11 02:44:44	94.422		16.38	16.38	1010.6	61.9	127800		0	22.818	305.3	38.3	17.02
428	2023-06-11 02:49:44	94.423		16.38	16.38	1010.6	62.0	128100		0	22.818	305.0	38.4	16.99
429	2023-06-11 02:54:44	94.441		16.38	16.38	1010.6	62.1	128400		0	22.816	305.2	38.7	16.95
430	2023-06-11 02:59:44	94.388		16.38	16.38	1010.6	62.3	128700		0	22.823	305.3	38.7	16.94
431	2023-06-11 03:04:44	94.430		16.38	16.38	1010.5	62.3	129000		0	22.818	305.4	38.3	16.91
432	2023-06-11 03:09:44	94.399		16.38	16.38	1010.6	62.4	129300		0	22.822	305.5	38.5	16.87
433	2023-06-11 03:14:44	94.306		16.38	16.38	1010.5	62.5	129600		0	22.834	305.4	38.4	16.84
434	2023-06-11 03:19:44	94.471		16.38	16.38	1010.6	62.6	129900		0	22.813	305.4	38.4	16.82
435	2023-06-11 03:24:44	94.328		16.38	16.38	1010.5	62.7	130200		0	22.831	305.4	38.4	16.78
436	2023-06-11 03:29:44	94.397		16.37	16.37	1010.6	62.7	130500		0	22.822	305.3	38.5	16.74
437	2023-06-11 03:34:44	94.415		16.37	16.37	1010.6	62.8	130800		0	22.820	305.7	38.6	16.71
438	2023-06-11 03:39:44	94.429		16.38	16.38	1010.7	62.9	131100		0	22.817	305.6	38.3	16.67
439	2023-06-11 03:44:44	94.468		16.37	16.37	1010.7	63.0	131400		0	22.813	305.8	38.3	16.62
440	2023-06-11 03:49:44	94.469		16.38	16.38	1010.6	63.1	131700		0	22.813	305.9	38.3	16.58
441	2023-06-11 03:54:44	94.479		16.37	16.37	1010.6	63.2	132000		0	22.812	306.0	38.7	16.55
442	2023-06-11 03:59:44	94.388		16.37	16.37	1010.6	63.2	132300		0	22.823	305.7	38.3	16.51
443	2023-06-11 04:04:44	94.454		16.37	16.37	1010.6	63.4	132600		0	22.816	305.9	38.3	16.48
444	2023-06-11 04:09:44	94.452		16.37	16.37	1010.5	63.5	132900		0	22.817	306.0	38.5	16.45
445	2023-06-11 04:14:44	94.404		16.36	16.36	1010.6	63.6	133200		0	22.823	306.1	38.8	16.42
446	2023-06-11 04:19:44	94.473		16.37	16.37	1010.5	63.7	133500		0	22.814	306.1	38.6	16.38
447	2023-06-11 04:24:44	94.377		16.37	16.37	1010.6	63.7	133800		0	22.826	306.0	38.6	16.35
448	2023-06-11 04:29:44	94.501		16.36	16.36	1010.6	63.9	134100		0	22.811	306.3	38.5	16.31
449	2023-06-11 04:34:44	94.468		16.36	16.36	1010.7	64.0	134400		0	22.813	306.2	38.4	16.29
450	2023-06-11 04:39:44	94.459		16.36	16.36	1010.7	64.1	134700		0	22.814	306.1	38.6	16.26
451	2023-06-11 04:44:44	94.444		16.36	16.36	1010.8	64.1	135000		0	22.816	306.2	38.9	16.23
452	2023-06-11 04:49:44	94.454		16.36	16.36	1010.8	64.2	135300		0	22.814	305.9	38.5	16.21
453	2023-06-11 04:54:44	94.475		16.35	16.35	1010.9	64.3	135600		0	22.811	306.4	38.5	16.17
454	2023-06-11 04:59:44	94.512		16.36	16.36	1010.9	64.4	135900		0	22.806	306.3	38.4	16.15
455	2023-06-11 05:04:44	94.491		16.35	16.35	1010.9	64.5	136200		0	22.809	306.4	38.2	16.11
456	2023-06-11 05:09:44	94.410		16.35	16.35	1011.0	64.5	136500		0	22.818	306.5	38.4	16.09
457	2023-06-11 05:14:44	94.519		16.35	16.35	1011.0	64.6	136800		0	22.805	306.5	38.1	16.05
